clave,descripcion,clave_transporte,nacionalidad,designador_iata,linea_ferrea
A1309,ASUNSOLO,04,México,,A
L0190,JULIAN CARRILLO,04,México,,L
TA024,SANTA BARBARA,04,México,,TA
DA147.7,PASAJE,04,México,,DA
L349,EL TEJOCOTE,04,México,,L
L0301,VILLAR,04,México,,L
E283.2,VENADO,04,México,,E
I0180,OCOTLAN,04,México,,I
QA446.8,GUZMAN,04,México,,QA
V0062,METEPEC,04,México,,V
IB46.4,CURIMEO,04,México,,IB
A0448,PEDRITO,04,México,,A
Z175.8,SARABIA,04,México,,Z
G0099,EL CIEN,04,México,,G
FA387.1,BOCA DEL CERRO,04,México,,FA
GB24.9,EL ROBLE,04,México,,GB
EA15.5,CARMEN,04,México,,EA
G0014,CERRO BLANCO,04,México,,G
C146,TETECALITA,04,México,,C
TH030,GUASAVE,04,México,,TH
TA312.2,PURICA,04,México,,TA
V26.5,SAN VICENTE,04,México,,V
NB070,OCTOPAN,04,México,,N
FA894.4,MERIDA,04,México,,FA
EA30.6,LA DEFENSA,04,México,,EA
A0263,MARISCALA,04,México,,A
T0505,LAGUNA,04,México,,T
NB080,SAN JUAN DE LA VEGA,04,México,,NB
V29,CUAUTLALPAN,04,México,,V
A0861,URBIETA,04,México,,A
K453.5,LOS FIDELES,04,México,,K
K26,GENERAL CHARIS,04,México,,K
P0,CONEXION DISTRITO PARRAL,04,México,,P
R0220,ADJUNTAS,04,México,,R
V0416,TAMARINDO,04,México,,V
NB032,CORRAL,04,México,,NB
V0218,ORIENTAL,04,México,,V
EB26.5,SAN PABLO,04,México,,EB
K143,AURORA,04,México,,K
QA189.2,OJO,04,México,,QA
N221.3,EL JEJERO,04,México,,N
N620.5,EL JUNCO,04,México,,N
R397.8,LOS IXTLES,04,México,,R
G0201,AZUETA,04,México,,G
GA095,FULGENCIO D VASQUEZ,04,México,,GA
I465.8,PLATANAR,04,México,,I
N524.7,PATUAM,04,México,,N
N0222,MELCHOR OCAMPO,04,México,,N
Z0072,OLGLICA,04,México,,Z
A1588.9,MAPULA,04,México,,A
FA168.9,JUAREZ,04,México,,FA
IB87.8,EL CORTIJO,04,México,,IB
S0201,RINCONADA,04,México,,S
EB53.7,TAVICHE,04,México,,EB
C189.5,CAJONES,04,México,,C
DB128.4,LAS FLORES,04,México,,DB
M166.8,FORLON,04,México,,M
EB19.2,CIENEGA DE LOS CABALLOS,04,México,,EB
A0383,SILAO,04,México,,A
R0304,JOYA,04,México,,R
G0078,TETELA,04,México,,G
Z302.1,SALINA CRUZ,04,México,,Z
DC143.7,ABREGO,04,México,,DC
N615.5,ANTUNEZ,04,México,,N
Q329.9,NOPALERA,04,México,,Q
V244.6,ARTESIANO,04,México,,V
A1709,OJO LAGUNA,04,México,,A
MA0,CALLES,04,México,,MA
S0093,APAN,04,México,,S
VB080,LA POSTA,04,México,,VB
Q503,PICHACHIC,04,México,,Q
N539.7,LA PURISIMA,04,México,,N
T0770,ZEFERINO PAREDES,04,México,,T
FN12.4,YAXCHE,04,México,,FN
EB9.8,JALPAN,04,México,,EB
M0422,MONTEMORELOS,04,México,,M
A708.2,EL BRILLO,04,México,,A
L0662,PRIETO,04,México,,L
FD73,SITILPECH,04,México,,FD
L0545,EL ABRA,04,México,,L
B100,ENDO,04,México,,B
VC94.3,CHIETLA,04,México,,VC
T0721,CANEDO,04,México,,T
B0853,SAN MIGUEL,04,México,,B
C264.2,TLANIPANTLAN,04,México,,C
Q0822,INGENIERO HERIBERTO VALDEZ,04,México,,Q
P122.5,RONSESVALLES,04,México,,P
V107.9,VELOZ,04,México,,V
O34,ALVARADO,04,México,,O
FA106.5,MOSQUITERO,04,México,,FA
K347.9,ZORRILLO,04,México,,K
IB86.6,LA SOLEDAD,04,México,,IB
E0043,AJAJALPAN,04,México,,E
N0040,LA CIMA,04,México,,N
T0106,SANTA ANA,04,México,,T
C57.2,PARRES,04,México,,C
L89.3,LA OLMA,04,México,,L
IN066,VILLA JIMENEZ,04,México,,IN
Z143.1,UBERO,04,México,,Z
F0190,NUEVO CADILLO,04,México,,F
O54,HERNANDEZ,04,México,,O
F0330,MATAMOROS,04,México,,F
I303.6,CRUZ VIEJA,04,México,,I
SA026,TEOLOCHOLCO,04,México,,SA
N0486,CONUY,04,México,,N
A1095,PICARDIAS,04,México,,A
C200.7,SANTA FE,04,México,,C
R0254,DOLOMITA,04,México,,R
GF5.6,BELA,04,México,,GF
IN0,PENJAMO,04,México,,IN
DA26.8,EL SALVADOR,04,México,,DA
FA615.7,CARRILLO PUERTO,04,México,,FA
M0786,CERES,04,México,,M
FD173.8,TIZIMIN NUEVO,04,México,,FD
TF008,GUAYMAS,04,México,,TF
XX26,QUEBRACHE,04,México,,XX
N403.8,SAN JOSE COAPA,04,México,,N
QA314.8,ACHONDO,04,México,,QA
B150,MEJIA,04,México,,B
RD304.5,LA MORITA,04,México,,RD
N0145,MANTO,04,México,,N
F0008,LAGRANGE,04,México,,F
PB012,SAN FRANCISCO DEL O,04,México,,PB
VC57.2,TERUEL,04,México,,VC
F0199,VALADECES,04,México,,F
E150,LIMITE TERRITORIAL,04,México,,E
Q0856,NOROTES,04,México,,Q
M534.2,GENERAL ESCOBEDO,04,México,,M
GA67.4,COSPALAPAM,04,México,,GA
B0918,ALMACENES,04,México,,B
LJ230,LA GRIEGA,04,México,,Juárez
B0525,SAN LUIS POTOSI,04,México,,B
Z164.3,PASO DE BUQUES,04,México,,Z
L70,GENARO,04,México,,L
B0485,VILLA DE REYES,04,México,,B
BB5.8,VANEGAS DE ABAJO,04,México,,BB
Z19.5,HORACIO P. SANCHEZ,04,México,,Z
A0779,MENDOZA,04,México,,A
RA29.9,DAVILA,04,México,,RA
I0013,COVARRUBIAS,04,México,,I
A0565,PENUELAS,04,México,,A
DB165.5,SANTIAGO PAPASQUIARO,04,México,,DB
T0688,DON,04,México,,T
P75,BOMERA,04,México,,P
DC77.8,PARRILLA,04,México,,DC
A62.3,EL SALTO,04,México,,A
C194.5,CASAHUATLAN,04,México,,C
B0631,CHARCAS,04,México,,B
I300.7,TEPETATES,04,México,,I
GA042,GUAYABO,04,México,,GA
Q114.3,PULPITO,04,México,,Q
L487,SAN DIEGUITO,04,México,,L
B0924,RUBEN JARAMILLO,04,México,,B
BB46.5,MATEHUALA,04,México,,BB
K450.4,LA GLORIA,04,México,,K
S0394,MANLIO FAVIO ALTAMIRANO,04,México,,S
VB050,LAGUNITAS,04,México,,VB
A0686,SAN GERONIMO,04,México,,A
B682.6,CORONADOS,04,México,,B
T0321,TORRES,04,México,,T
DB192.4,LOS CORRALES,04,México,,DB
VC125.8,GARCIA,04,México,,VC
R0039,NAVAS,04,México,,R
Q381.6,COLONIA ANAHUAC,04,México,,Q
TC000,AGUA PRIETA,04,México,,TC
E0102,TEMALACAYUCA,04,México,,E
B1261,JARITA,04,México,,B
BC128,PARRITAS,04,México,,BC
A431.9,SAN FRANCISCO DEL,04,México,,A
QA183.1,BABICORA,04,México,,QA
EB39,OCOTLAN,04,México,,EB
L574.5,EL COCO,04,México,,L
E244.3,LOS OBOS,04,México,,E
SA030,AYOMETLA,04,México,,SA
I0159,FELICIANO,04,México,,I
M132.1,PRETIL,04,México,,M
F50.7,MILPA,04,México,,F
LJ058,HIDALGO TILH,04,México,,L
M262.2,MARTINEZ,04,México,,M
FP130,KAXAYTUC,04,México,,FP
K329.3,EL PATASTE,04,México,,K
N0015,RIO HONDO,04,México,,N
Z283.5,TEHUANTEPEC,04,México,,Z
R78.6,LAS BLANCAS,04,México,,R
UB32.6,ESPUELA STAR GAS,04,México,,UB
QA171.3,COLONIA AÑO DE HIDALGO,04,México,,QA
T0224,SELVA,04,México,,T
I0435,HUESCALAPA,04,México,,I
M0733,TIZOC,04,México,,M
K364.3,SALTILLO,04,México,,K
J22.8,AGUANAVAL,04,México,,J
RD140.6,AROCHA,04,México,,RD
E173.9,NOPALA,04,México,,E
V98.8,CAMPERO,04,México,,V
M700.6,BRISA,04,México,,M
B21.7,LECHERÍA,04,México,,B
VB038,ARROYO,04,México,,VB
I0092,LA PIEDAD,04,México,,I
DE17,PLACA KM DE-17,04,México,,DE
L277.9,LOS VENADITOS,04,México,,L
Q0074,VOLCANES,04,México,,Q
M883.8,VIREDO,04,México,,M
FS35.2,HUHI,04,México,,FS
A0722,MORELOS,04,México,,A
DC166.3,EL ARENAL,04,México,,DC
G0054,RANCHO TABLAS,04,México,,G
H128.4,SOTOTLAN,04,México,,H
AB031,EL GORRION,04,México,,AB
DB101,ESFUERZOS UNIDOS,04,México,,DB
FA364.3,CHACAMAX,04,México,,FA
M0743,CACAMA,04,México,,M
Z157.8,TOLOSITA,04,México,,Z
G0058,GUADALUPE DE REYES,04,México,,G
K231.2,RICARDO FLORES MAGON,04,México,,K
V383.6,SOUTER,04,México,,V
IN134.8,AJUNO,04,México,,IN
I267.5,MOJONERA,04,México,,I
R406.7,ZERTUCHE,04,México,,R
FA347.7,LACANDON,04,México,,FA
T0757,ALGODON,04,México,,T
T1666,MAGDALENA,04,México,,T
B1042,LEAL,04,México,,B
R0133,SAN FERNANDO,04,México,,R
F317,LA GLORIA,04,México,,F
V0228,VARELA,04,México,,V
FA871.8,UMAN,04,México,,FA
I472.7,HIGUERA,04,México,,I
B0595,MOCTEZUMA,04,México,,B
RA113,CUEVITAS,04,México,,RA
E0105,TEPANCO,04,México,,E
T1444,CORTE,04,México,,T
S0323,PENUELA,04,México,,S
E166.3,SAN SEBASTIAN,04,México,,E
B0999,DURAZNO,04,México,,B
T1280.6,BACHO,04,México,,T
E309,PARIAN,04,México,,E
DB35.4,EL SABALO,04,México,,DB
XX23.3,CARBONO,04,México,,XX
B0078,BOJAY,04,México,,B
A0600,CHICALOTE,04,México,,A
FP75,TICUL,04,México,,FP
T0563,FUNDICION,04,México,,T
DA101.8,PROGRESO,04,México,,DA
L93.7,PERON BLANCO,04,México,,L
FP27.5,ACANCEH,04,México,,FP
QA301.4,MAYA ORTIZ,04,México,,QA
FP10,KANASIN,04,México,,FP
Q0791,LORETO,04,México,,Q
G0237,RODRIGUEZ CLARA,04,México,,G
MA126.6,TAMUIN,04,México,,MA
JM077,TULA,04,México,,Morelos
M500,LIMITE TERRITORIAL,04,México,,M
Z0064,OJAPA,04,México,,Z
A1750.3,GALLEGO,04,México,,A
I215.6,CORONA,04,México,,I
SC289,ACULTZINGO,04,México,,SC
L0565,TAMUIN,04,México,,L
I0024,JOAQUIN,04,México,,I
T1015,OSO,04,México,,T
HE19.8,APULCO,04,México,,HE
Z165.1,PALOMARES,04,México,,Z
F141.2,DOCTOS COSS,04,México,,F
K430.6,LOS TOROS,04,México,,K
A1550,BACHIMBA,04,México,,A
M0452,EMILIANO CARRANZA,04,México,,M
Z232,PLACA KM Z-232,04,México,,Z
L507.8,PAGO PAGO,04,México,,L
T0257,ZAMORA,04,México,,T
I547.2,MADRID,04,México,,I
DC228,INDIOS,04,México,,DC
FA275.7,EL CEIBO,04,México,,FA
T1121,POZOLE,04,México,,T
EA39.2,SN ANTONIO SOLEDAD,04,México,,EA
T1262,ESCUINAPA,04,México,,T
RD247.7,ESTANQUE,04,México,,RD
VC5.4,CHOLULA,04,México,,VC
Q0413,CASA COLORADA,04,México,,Q
S0232,SANTA MARIA TECHICALCO,04,México,,S
B0160,HUICHAPAN,04,México,,B
S0104,TETLAPAYAC,04,México,,S
VC35.2,SAN FELIX,04,México,,VC
I571.3,ARMERIA,04,México,,I
UB4.7,AGUA CALIENTE,04,México,,UB
DN5.6,NAVIOS VIEJOS,04,México,,DN
V47,AZTECA,04,México,,V
DN26.5,LA VENADA,04,México,,DN
A0279,APASEO,04,México,,A
TE018,LA CAMPANA,04,México,,TE
A0982,SYMON,04,México,,A
Q0681,IRIGOYEN,04,México,,Q
G0028,OMEALCA,04,México,,G
FA340.7,SAN MARCOS,04,México,,FA
A357.9,ARANDAS,04,México,,A
E265.2,ORGANAL,04,México,,E
N385,COINZTZIO,04,México,,N
Z105.4,MACAYA,04,México,,Z
G0159,BENEMERITO JUAREZ,04,México,,G
T0011,ENCINA,04,México,,T
FA0,POXILA,04,México,,FA
V423.6,PASO DE VARAS,04,México,,V
P0109,EMPALME DISTRITO SANTA BARBARA,04,México,,P
K284.1,MARGARITAS,04,México,,K
S235.6,JESUS NAZARENO,04,México,,S
K452,EL DORADO,04,México,,K
V0045,ROBLES,04,México,,V
O66.6,SIRAHUATO,04,México,,O
A1300,ESCALON,04,México,,A
DB85.5,LAS OLAS,04,México,,DB
TM33.6,ETZATLAN,04,México,,TM
VC87.2,COLON,04,México,,VC
TM010,EL CARMEN,04,México,,TM
TA054,SANTA CRUZ,04,México,,TA
NE128,INGENIERO J M AGUIRRE,04,México,,NE
VB024,TEPUENTE,04,México,,VB
XX44.2,SAN CARLOS,04,México,,XX
TA86,ALAMO GORDO,04,México,,TA
C46.2,AJUSCO,04,México,,C
M822.2,NAZAS,04,México,,M
B1121.3,BUSTAMANTE,04,México,,B
K53.9,LA RIQUEZA,04,México,,K
B0901,ANGOSTURA,04,México,,B
G0264,LA CEIBA,04,México,,G
FA596.1,PIXOYAL,04,México,,FA
V294.7,LOMA DE TABLAS,04,México,,V
S0015,XALOSTOC,04,México,,S
EB3.1,XOXO,04,México,,EB
K383.7,ISLAMAPA,04,México,,K
GA073,MORENO NORTE,04,México,,GA
I141.4,EL ALVARESO,04,México,,I
V0323,DEHESA,04,México,,V
B0930,RAMOS ARIZPE,04,México,,B
QA293.8,SANTA ROSA,04,México,,QA
G0038,EL PARAISO,04,México,,G
B50.5,EMBARCADERO,04,México,,B
FA714,CHINA,04,México,,FA
N0504,CALTZONTZIN,04,México,,N
A1973,CIUDAD JUAREZ,04,México,,A
H121.9,TULANCINGO,04,México,,H
A1142,GOMEZ PALACIO,04,México,,A
K80,REFORMA,04,México,,K
L37.4,VILLA JUAREZ,04,México,,L
A0053,TLALTEPOXCO,04,México,,A
E340.1,MIXTECA,04,México,,E
RD138.8,ZACATOZA,04,México,,RD
RD166.6,LA CURVA,04,México,,RD
N0304,ALVAREZ,04,México,,N
T1455,MANGO,04,México,,T
M0626,LAS MORAS,04,México,,M
H0061,SAN AGUSTIN,04,México,,H
V175.4,KIUMICHO,04,México,,V
M0566,VILLA MINA,04,México,,M
K259,URBINA,04,México,,K
TA314,HIDALGO,04,México,,TA
S0307,METLAC,04,México,,S
DC9.9,DALILA,04,México,,DC
T1596,AHUACATLAN,04,México,,T
B0084,TEOCALCO,04,México,,B
B0027,CUAUTITLAN,04,México,,B
B0554,PINTO,04,México,,B
VC24.5,SAN MARTIN TLAMAPA,04,México,,VC
T150,BEJAMIN HILL,04,México,,T
C21.9,OLIVAR,04,México,,C
K123.3,ELIAS CASTRO ORTEGA,04,México,,K
A451.1,CAROLINA,04,México,,A
T1355,BONITA,04,México,,T
L0639,CHILA,04,México,,L
FD18.6,TIXPEUAL,04,México,,FD
S0256,GALERA,04,México,,S
DE85.2,PURISIMA,04,México,,DE
NB17.7,SAN AGUSTIN,04,México,,NB
IN047,CURIMEO,04,México,,IN
FA830.9,MAXCANU,04,México,,FA
A1854.8,JUAN JOSE,04,México,,A
A0021,LECHERIA,04,México,,B
B0329,RINCONCILLO,04,México,,B
QA86.7,TEMOSACHIC,04,México,,QA
A0681,TRANCOSO,04,México,,A
G13,LOS ANGELES,04,México,,G
T1764.5,GUADALAJARA FCP,04,México,,T
A289.5,CRUCERO A CELAYA,04,México,,A
VB139,ACAJETE,04,México,,VB
M0372,LINARES,04,México,,M
B1010,SANTA CATARINA,04,México,,B
GA083,JICARO,04,México,,GA
JM055,TLALTEPOXCO,04,México,,Morelos
Q349,SAN ANDRES,04,México,,Q
IC34.4,ATOTONILCO,04,México,,IC
I407.3,NICOLAS,04,México,,I
N543,CHUPANGUJO,04,México,,N
FA515.3,LUNA,04,México,,FA
S0278,BALASTRERA,04,México,,S
T0526,ESPERANZA,04,México,,T
Q625.9,POSADA BARRANCAS,04,México,,Q
L646.9,OCHOA,04,México,,L
A1248,YERMO,04,México,,A
T450.2,MAPOLI,04,México,,T
FP59.8,HUNASCHEN,04,México,,FP
K444.3,EJIDO 20 DE NOVIEMBRE,04,México,,K
GF020,PRESIDENTE JUAREZ,04,México,,GF
A0271,EL TUNAL,04,México,,A
FA555.9,ESCARCEGA,04,México,,FA
O3.4,CHAMUCO,04,México,,O
E0118,CARNERO,04,México,,E
V0317,SAN MIGUEL,04,México,,V
A80,TULA CGA,04,México,,A
L0163,IPINA,04,México,,L
QA260.2,RIBA,04,México,,QA
Juárez57.4,TLALTEPOXCO,04,México,,Juárez
K216.3,ANDRES,04,México,,K
I112.7,MIRANDILLAS,04,México,,I
FA111.8,ZANAPA,04,México,,FA
FA315.6,LA UNION,04,México,,FA
Q0381,ANAHUAC,04,México,,Q
A1006,LA MANCHA,04,México,,A
RD59,PLACA KM AD-59,04,México,,RD
N555.6,LAS PILAS,04,México,,N
T0558,VELDERRAIN,04,México,,T
FP49,XCANCHAKAN,04,México,,FP
S164.4,HUAMATLAN,04,México,,S
TA167,NACO,04,México,,TA
HD5.6,CUAUTEPEC,04,México,,HD
G0033,POCITOS,04,México,,G
DC192.6,SANTA MONICA,04,México,,DC
G0076,EL CANAVERAL,04,México,,G
HD33.4,BERISTAIN,04,México,,HD
K449.8,EL SILENCIO,04,México,,K
M254.3,CARBONERO,04,México,,M
A1027,CALVO,04,México,,A
Z0037,CHINAMECA,04,México,,Z
FA396.3,TENOSIQUE,04,México,,FA
NB021,GUZMAN,04,México,,NB
MB18,PUERTO INDUST. ALTAMIRA,04,México,,MB
N446.3,SAN PABLO,04,México,,N
K404.7,22 DE MAYO,04,México,,K
M240.9,LA MISION,04,México,,M
F0257,ALACRANES,04,México,,F
M0711,MARTE,04,México,,M
E0078,LAS ANIMAS,04,México,,E
NB029,SALVATIERRA,04,México,,NB
B988.2,GARCIA,04,México,,B
B0721,VANEGAS,04,México,,B
EA23.5,LLANO GRANDE DE LINARES,04,México,,EA
HD0.3,VENTOQUIPA,04,México,,HD
T0006,NOGALES,04,México,,T
T1762,GUADALAJARA,04,México,,T
B246.7,CRUCERO A VIBORILLAS,04,México,,B
A0585,AGUASCALIENTES,04,México,,A
T0889,TECHA,04,México,,T
M0055,CUAUHTEMOC,04,México,,M
S0292,ORIZABA,04,México,,S
EB6.1,SAN ISIDRO,04,México,,EB
P38,BACA,04,México,,P
J51.2,OJO DE AGUA,04,México,,J
V76.3,EL MAGUEYAL,04,México,,V
DA114,PLACA KM DA-114,04,México,,DA
N455.3,LAGO ZIRAHUEN,04,México,,N
V0469,VERACRUZ,04,México,,V
QA100.3,YEPOMERA,04,México,,QA
A1544.2,HONDONADA,04,México,,A
M0539,MONTERREY FERROMEX,04,México,,M
TL22.5,CUICILLOS,04,México,,TL
I0050,PENJAMO,04,México,,I
VB169.5,SEBMA,04,México,,VB
I0192,EL GRANDE,04,México,,I
J26,ESPUELA ARENERA,04,México,,J
VC51.9,CHAMPUSCO,04,México,,VC
T0291,CALERA,04,México,,T
UB0.2,TIJUANA,04,México,,UB
Z0031,HIBUERAS,04,México,,Z
N400.1,TIRIPETIO,04,México,,N
G0059,SIERRA MOJARRA,04,México,,G
G299.9,MEDIAS AGUAS,04,México,,G
Morelos215.5,AHORCADO,04,México,,Morelos
B248.6,LA GRIEGA,04,México,,B
Q0237,ALDAMA,04,México,,Q
S0272,MALTRATA,04,México,,S
NE184,LAZARO CARDENAS,04,México,,NE
Q0533,SAN JUANITO,04,México,,Q
L178.6,EL VIEJO,04,México,,L
GF016,TUXTEPEC,04,México,,GF
DE102.7,LLANO PIOCODE,04,México,,DE
M722.7,VENUS,04,México,,M
M313.1,GRANDE,04,México,,M
Z0061,MINA MANA,04,México,,Z
I530.6,CONQUINATLAN PUEBLO,04,México,,I
V0078,AGUATEPEC,04,México,,V
S0110,SOLTEPEC,04,México,,S
N0187,CONTEPEC,04,México,,N
N0082,PALMILLAS,04,México,,N
DC91.4,SAN JOSE DEL MOLINO,04,México,,DC
B0893,DERRAMADERO,04,México,,B
TG25,BACOBAMPO,04,México,,TG
FA486.7,PAJARAL,04,México,,FA
DC100.9,EL SUCHIL,04,México,,DC
DB58.3,CANATLAN,04,México,,DB
Z0014,BERNAL DIAZ,04,México,,Z
Q0907,CERRILLOS,04,México,,Q
V0032,GENERAL GONZALEZ,04,México,,V
TA3,PORTEZUELO,04,México,,TA
N566.8,NUEVO URECHP,04,México,,N
LB109,CHARCOS,04,México,,LB
I410.6,MANZANO,04,México,,I
RD127.3,JUNCAL,04,México,,RD
DA38,EL CHORRO,04,México,,DA
A1318,RELLANO,04,México,,A
FP34.9,TECOH,04,México,,FP
H143.1,CANALES,04,México,,H
MA30.4,LAS OVEJAS,04,México,,MA
A949,FUERTES,04,México,,A
FA880.8,CIUDAD INDUSTRIAL,04,México,,FA
B0711,COLLADO,04,México,,B
VB147,LOS PINALES,04,México,,VB
B0113,SAYULA,04,México,,B
G0246,JIMBA,04,México,,G
G0093,TIERRA BLANCA,04,México,,G
RA78.8,SAN CARLOS,04,México,,RA
M385.8,ALTA,04,México,,M
O38.2,ARGUELLO,04,México,,O
Z237.6,NIZANDA,04,México,,Z
L624.3,CHI JOL,04,México,,L
U370.4,LOS SAPOS,04,México,,U
L0605,AUZA,04,México,,L
B0737,LA TRUEBA,04,México,,B
DC237.8,PICOTELLO,04,México,,DC
NB77.6,MENDOZA,04,México,,NB
VB088,XOXTLA,04,México,,VB
FS47.8,XLETRA,04,México,,FS
M591.4,IXTLE,04,México,,M
N609.3,EL CERIDOR,04,México,,N
E0098,PAZOLTEPEC,04,México,,E
A1192.2,SIERRITA,04,México,,A
L0036,EL TULE,04,México,,L
Q174.5,ENCANTADA,04,México,,Q
FA853.6,CHOCHOLA,04,México,,FA
M0483,CADEREYTA,04,México,,M
T0286,CIUDAD INDUSTRIAL,04,México,,T
I0364,SAN MIGUEL DEL ZAPOTE,04,México,,I
VC32.4,TOTOMETLA DE JUAREZ,04,México,,VC
B0170,INGENIERO ANTONIO GUTIERR,04,México,,B
DF3.6,RAMON BARAJAS,04,México,,DF
N119.1,VAQUERIA,04,México,,N
H148.9,AMAPOLAS,04,México,,H
A1328.2,MUGOZ,04,México,,A
N257.6,ARENA BLANCA,04,México,,N
B256,LA PEDRERA,04,México,,B
VK063,AMECAMECA,04,México,,VK
Q0451,LA JUNTA,04,México,,Q
B0793,SAN SALVADOR,04,México,,B
P123.6,PEINADO,04,México,,P
B863,GUILLERMO,04,México,,B
V0207,VEGA,04,México,,V
E180.2,VENTA SALADA,04,México,,E
J56.8,HORNOS,04,México,,J
Q0367,MESA,04,México,,Q
AE7,CUARTA PARTE,04,México,,AE
Q0540,CUESTA PRIETA,04,México,,Q
Q0531,PINERIA,04,México,,Q
H82.9,SAN VICENTE,04,México,,H
Z0080,EL AZUFRE,04,México,,Z
R102.1,BLANCO,04,México,,R
G144.6,PAPALOPAN,04,México,,G
A1144.6,EL VERGEL,04,México,,A
A924.5,CARLOS,04,México,,A
E0046,BUENAVENTURA,04,México,,E
A1267,CEBALLOS,04,México,,A
VC60.1,TEPEOJURA,04,México,,VC
I0260,GUADALAJARA,04,México,,I
MA60.5,QUINTERO,04,México,,MA
Morelos183.5,SAN JUAN DEL RIO,04,México,,Morelos
P64.3,ADELA,04,México,,P
UB19.2,MATANUCO,04,México,,UB
DN49.7,LA CRUZ,04,México,,DN
T0087,MAGDALENA,04,México,,T
NE168,LAS MINAS,04,México,,NE
A0604,SAN FRANCISCO DE LOS ROMO,04,México,,A
F252,CORRALES,04,México,,F
G0134,TRES VALLES,04,México,,G
IB126,LOMITAS,04,México,,IB
P80,GENERAL ANGELES,04,México,,P
IB87.9,COTIJA,04,México,,IB
GF017,ADOLFO LOPEZ MATEOS,04,México,,GF
S0176,TAMARIZ,04,México,,S
A0071,CRUZ AZUL,04,México,,A
M0609,PAREDON,04,México,,M
M465,SAN JUAN1,04,México,,M
S0022,ECATEPEC,04,México,,S
DB175.4,BARRAZAS,04,México,,DB
IB81.5,ORTEGA,04,México,,IB
N557.8,EL JABALI,04,México,,N
RD226.8,EL ORO,04,México,,RD
DB183,LOS HERRERAS,04,México,,DB
S0338,ATOYAC,04,México,,S
TA274,ESQUEDA,04,México,,TA
RD31,POLKA,04,México,,RD
N561.6,MIRADOR,04,México,,N
N0357,LA GOLETA,04,México,,N
K310.9,MAPASTEPEC,04,México,,K
I567.2,LA BASCULA,04,México,,I
FA144.9,EL PORVENIR,04,México,,FA
A0624,RINCON DE ROMOS,04,México,,A
Q727.3,TACUINA,04,México,,Q
RC8.4,LAS ESPERANZAS,04,México,,RC
H115.3,FABRICA,04,México,,H
QA571.7,CIUDAD JUAREZ,04,México,,QA
TA104,SAUCEDA,04,México,,TA
BD042,JOSEFA ORTIZ DE DOMINGUEZ,04,México,,BD
A1652,TERRAZAS,04,México,,A
FA282.2,SALTO DE AGUA,04,México,,FA
Morelos245,FERROSERVICIOS,04,México,,Morelos
VC97.4,ATENCINGO,04,México,,VC
T143.8,NORIA,04,México,,T
N577,CASILDA,04,México,,N
A1162.6,CADENA,04,México,,A
E341.5,LACHIXOLANA,04,México,,E
B0168,ATLAN,04,México,,B
Q0044,LA MULA,04,México,,Q
S322.4,PERUELA,04,México,,S
F287,LOS OLMOS,04,México,,F
HC009,XOCHIHUACAN,04,México,,HC
IB75.5,VISCOSA,04,México,,IB
E200,IGNACIO MEJIA,04,México,,E
T0352,MORENO,04,México,,T
DA21.1,DURANGO,04,México,,DA
DC178.3,EL MIRASOL,04,México,,DC
I135,LOS PILARES,04,México,,I
GF008,BARTOLOME,04,México,,GF
M0893,GENERAL BANDA,04,México,,M
RD76,PLACA KM RD-76,04,México,,RD
NB8.2,MONTE PRIETO,04,México,,NB
G0199,GARROBO,04,México,,G
T1224.2,MATADERO,04,México,,T
DB200.8,LA CANDELA,04,México,,DB
A708.8,EL GRILLO,04,México,,A
R0018,RIO ESCONDIDO,04,México,,R
IB70.2,TARIACURI,04,México,,IB
M318.3,CAMPOAMOR,04,México,,M
DA163,LAS MERCEDES,04,México,,DA
I0204,CONSTANCIA,04,México,,I
N0061,LERMA,04,México,,N
VB170,SESMA,04,México,,VB
G0221,ISLA,04,México,,G
N0074,TOLUCA,04,México,,N
Q292.4,SALAS,04,México,,Q
T1614,GRACIA,04,México,,T
C261.3,APIPILULCO,04,México,,C
E118.3,NUEVO CARNERO,04,México,,E
V192.4,CERON,04,México,,V
K199.4,CABAÑA,04,México,,K
F0231,ANZALDUAS,04,México,,F
V0147,LA TRASQUILA,04,México,,V
Q530.3,PINERA,04,México,,Q
L630.2,MENDEZ,04,México,,L
VB092,ZOQUIAPAN,04,México,,VB
FS15.8,XUCU,04,México,,FS
FA127.1,INGENIERO ROBERTO AYALA,04,México,,FA
FD119.8,DZITAS,04,México,,FD
B0182,RAYON,04,México,,B
H86.6,SOMORRIEL,04,México,,H
L0339,EL GATO,04,México,,L
C30.7,ESLAVA,04,México,,C
FA14.8,CHAPO,04,México,,FA
NE021,CAPIRIO,04,México,,NE
A1779,CHIVATITO,04,México,,A
VK094,SAN SEBASTIAN,04,México,,VK
B0046,HUEHUETOCA,04,México,,B
QA287.5,RUCIO,04,México,,QA
N471.5,TARASCON,04,México,,N
IC19.2,ALCALDE,04,México,,IC
Q192.2,MORREON,04,México,,Q
N312.1,ANDOCUTIN,04,México,,N
P111,LA VENCEDORA,04,México,,P
R0052,ALLENDE,04,México,,R
SC257,LA CANADA MORELOS,04,México,,SC
M0504,SAN MIGUEL,04,México,,M
DB9.7,PEDRERA KM DB-10,04,México,,DB
L620.3,FERRONALES,04,México,,L
VB179,VICENCIO,04,México,,VB
K301.9,VALDIVIA,04,México,,K
R401.4,HIGO,04,México,,R
