clave,descripcion,clave_transporte,nacionalidad,designador_iata,linea_ferrea
EA0959,La Gloria,03,México,GIA,
EA0960,"La Giralda
(Poceso Cierre)",03,México,GIH,
EA0961,El Gallito,03,México,GLL,
EA0962,La Gloria Ii,03,México,GLQ,
EA0963,Club Aerodeporte De Mazatlán,03,México,GMO,
EA0964,Guadalupe Ocotan,03,México,GPE,
EA0965,Granados,03,México,GRA,
EA0966,Aeropuerto Regional De Guerrero Negro,03,México,GRN,
EA0967,El Grullo,03,México,GRU,
EA0968,Galancita,03,México,GSA,
EA0969,Golfo De Santa Clara ,03,México,GSC,
EA0970,Ganadería Santo Domingo,03,México,GSD,
EA0971,La Guarida,03,México,GUA,
EA0972,El Gavilán,03,México,GVN,
EA0973,La Grulla,03,México,GYA,
EA0974,Guayparime Ii,03,México,GYE,
EA0975,Santa Amelia,03,México,GZI,
EA0976,Almater,03,México,HAA,
EA0977,Centro Medico Abc Santa Fe,03,México,HAB,
EA0978,Rancho Mariquita,03,México,HAC,
EA0979,Ava-Dim,03,México,HAD,
EA0980,Ángeles Espinosa Yglesias,03,México,HAE,
EA0981,Atún Vi,03,México,HAF,
EA0982,Agua,03,México,HAG,
EA0983,Hospital General Ajusco Medio,03,México,HAH,
EA0984,Helipuerto Agencia Estatal De Investigaciones Monterrey,03,México,HAI,
EA0985,Punta  Estrella,03,México,HAJ,
EA0986,Atilano Castaño,03,México,HAK,
EA0987,Hospital Ángeles De Xalapa,03,México,HAL,
EA0988,Aristos México,03,México,HAM,
EA0989,Hospital Ángeles De Las Lomas,03,México,HAO,
EA0990,Los Pirules,03,México,HAP,
EA0991,Triangulo Las Animas,03,México,HAQ,
EA0992,Aero Servicios,03,México,HAS,
EA0993,El Hato,03,México,HAT,
EA0994,Universidad De Las Américas,03,México,HAU,
EA0995,Torre Bosques,03,México,HAW,
EA0996,Atún X,03,México,HAX,
EA0997,Unitec Acapulco,03,México,HAY,
EA0998,Américas Country,03,México,HAZ,
EA0999,Plaza Corporativo Banamex,03,México,HBA,
EA1000,Helipuerto Big Brother,03,México,HBB,
EA1001,Centro Bancomer,03,México,HBC,
EA1002,Bonnie,03,México,HBE,
EA1003,Vgi Helipuerto,03,México,HBI,
EA1004,Helipuerto Bicentenario Municipio Aguascalientes,03,México,HBM,
EA1005,Plataforma Autoelevable Grijalva,03,México,HBN,
EA1006,Plataforma Autoelevable Tonalá,03,México,HBO,
EA1007,Plataforma Autoelevable Panuco,03,México,HBP,
EA1008,Plataforma Autoelevable Tuxpan,03,México,HBQ,
EA1009,Casa Blanca,03,México,HBS,
EA1010,Ángeles De Torreón,03,México,HBT,
EA1011,Bachoco,03,México,HBU,
EA1012,Coorporativo Blanco,03,México,HBV,
EA1013,Buenaventura I,03,México,HBX,
EA1014,Buenaventura Ii,03,México,HBY,
EA1015,El Conchal,03,México,HCA,
EA1016,Centro Corporativo Bosques,03,México,HCB,
EA1017,Coca Cola,03,México,HCC,
EA1018,Donna Cristina,03,México,HCD,
EA1019,Opción Santa Fe Iii,03,México,HCF,
EA1020,Cooperativa Ensenada De Aviación,03,México,HCG,
EA1021,Conquista,03,México,HCH,
EA1022,Centro Insurgentes,03,México,HCI,
EA1023,Cabo San Lucas,03,México,HCJ,
EA1024,Cabo Real,03,México,HCJ,
EA1025,Hotel Coral,03,México,HCK,
EA1026,Torre Chiapas,03,México,HCL,
EA1027,Hospital Muguerza,03,México,HCM,
EA1028,Helipuerto Montemayor,03,México,HCN,
EA1029,Car One,03,México,HCO,
EA1030,Cinépolis,03,México,HCP,
EA1031,Plaza Caracol Dos,03,México,HCQ,
EA1032,Parque Reforma,03,México,HCR,
EA1033,Centro Corporativo Santander,03,México,HCS,
EA1034,Unitec Campus Ecatepec,03,México,HCS,
EA1035,"Torre Citadel
(Proyecto)",03,México,HCT,
EA1036,Sunset,03,México,HCU,
EA1037,Club De Golf Cuernavaca,03,México,HCV,
EA1038,Pegaso-Cozumel,03,México,HCZ,
EA1039,Hacienda El Caballo,03,México,HDC,
EA1040,Hospital Cima,03,México,HDD,
EA1041,Destiladeras Cabo Este,03,México,HDE,
EA1042,Dirección General De Seguridad Publica,03,México,HDG,
EA1043,Hermod,03,México,HDH,
EA1044,Hospital Ángeles De Ciudad Juárez,03,México,HDJ,
EA1045,Huerta De Los Carrillo,03,México,HDK,
EA1046,Irla (Antes Drul),03,México,HDL,
EA1047,Dirección De Seguridad Pública Municipal,03,México,HDM,
EA1048,Damián Carmona,03,México,HDR,
EA1049,Haddad Siria,03,México,HDS,
EA1050,Bardahl Ajusco,03,México,HDT,
EA1051,Palacio De Hierro Durango,03,México,HDX,
EA1052,Helituna,03,México,HEA,
EA1053,Editora,03,México,HED,
EA1054,Creel,03,México,HEE,
EA1055,El Dorado,03,México,HEF,
EA1056,Espinosa Yglesias,03,México,HEF,
EA1057,Empaques Novedosos,03,México,HEG,
EA1058,Torre Empresarial,03,México,HEH,
EA1059,Huejotitan,03,México,HEJ,
EA1060,Elektra,03,México,HEK,
EA1061,Helipuerto Estado De México,03,México,HEM,
EA1062,El Edén,03,México,HEN,
EA1063,Los Encinos,03,México,HEO,
EA1064,Compañía Periodística Esto,03,México,HEQ,
EA1065,Hacienda El Refugio,03,México,HER,
EA1066,Servicios Aéreos De Estado De México,03,México,HES,
EA1067,Torre Esmeralda Ii,03,México,HET,
EA1068,El Universal,03,México,HEU,
EA1069,Ficonsa,03,México,HEV,
EA1070,Televisa Chapultepec,03,México,HEW,
EA1071,Fideicomiso 869,03,México,HFA,
EA1072,Punta Santa Fe,03,México,HFC,
EA1073,Femsa,03,México,HFD,
EA1074,Lomas Altas,03,México,HFE,
EA1075,Francisco Garza,03,México,HFG,
EA1076,Estación Pfp Iztapalapa,03,México,HFI,
EA1077,Maíz Transforma,03,México,HFJ,
EA1078,Fiesta Americana,03,México,HFM,
EA1079,Farallón,03,México,HFN,
EA1080,"Helipuerto El Florido
(Proyecto)",03,México,HFO,
EA1081,Polígono 3,03,México,HFP,
EA1082,Magnocentro 26,03,México,HFR,
EA1083,Hotel Plaza Mónaco,03,México,HFT,
EA1084,Fundición Residencial,03,México,HFU,
EA1085,Sea Fox 2,03,México,HFX,
EA1086,Mónica,03,México,HFY,
EA1087,Fiscalía Del Estado De Chiapas,03,México,HFY,
EA1088,Franz,03,México,HFZ,
EA1089,Las Gaviotas,03,México,HGA,
EA1090,Hospital Ángeles León,03,México,HGA,
EA1091,Cuartel General,03,México,HGB,
EA1092,Centro Medico Del Potosí,03,México,HGD,
EA1093,Cerro De La Corona,03,México,HGE,
EA1094,"Hospital General De 120 Camas
(Proyecto)",03,México,HGF,
EA1095,Hospital Ángeles Del Carmen,03,México,HGH,
EA1096,Hospital Regional De Alta Especialidad Del Bajío ,03,México,HGI,
EA1097,Helipuerto Guadalajara,03,México,HGJ,
EA1098,Palacio De Gobierno,03,México,HGK,
EA1099,Rancho Buena Suerte,03,México,HGL,
EA1100,María Delia,03,México,HGM,
EA1101,Torre Gan,03,México,HGN,
EA1102,Higuera Gorda,03,México,HGO,
EA1103,Gnp,03,México,HGP,
EA1104,Helipuerto Tango,03,México,HGQ,
EA1105,Hospital General De Alta Resolución,03,México,HGR,
EA1106,Grupo Rio San Juan (Proyecto),03,México,HGS,
EA1107,Tlaxcala,03,México,HGT,
EA1108,Hacienda Guadalupe,03,México,HGU,
EA1109,Gral. Guadalupe Victoria,03,México,HGV,
EA1110,Casa De Gobierno Tamaulipas,03,México,HGX,
EA1111,Granja El Ángel,03,México,HGY,
EA1112,Hospital Ángeles,03,México,HHA,
EA1113,Hospital Ángeles De Tijuana,03,México,HHB,
EA1114,Hospital Dalinde,03,México,HHD,
EA1115,Hotel Camino Real,03,México,HHE,
EA1116,Corporativo 261,03,México,HHG,
EA1117,Helipuerto Hacienda Huajuco,03,México,HHH,
EA1118,Holiday Inn Express Puebla,03,México,HHI,
EA1119,Torre Equss Sur,03,México,HHJ,
EA1120,Torre Equss Norte,03,México,HHK,
EA1121,Humberto Lobo Morales,03,México,HHL,
EA1122,Altos Hornos De México,03,México,HHM,
EA1123,"Secretaría De Marina
Abierto A La Operación Civil En Emergencia",03,México,HHN,
EA1124,Torre Medica Hospital Puebla,03,México,HHP,
EA1125,Hospital General De 24 Camas,03,México,HHQ,
EA1126,Camino Real México,03,México,HHR,
EA1127,Hospital San José,03,México,HHS,
EA1128,Issste Tultitlan,03,México,HHT,
EA1129,Rancho El Girasol,03,México,HHV,
EA1130,Hospital Issste Morelia,03,México,HHX,
EA1131,Aero Turquesa Cozumel,03,México,HHZ,
EA1132,La Primavera,03,México,HIA,
EA1133,"Inmobiliaria Arcos Bosques
(Proyecto)",03,México,HIB,
EA1134,Huajimic,03,México,HIC,
EA1135,Torre Ii,03,México,HID,
EA1136,Inite,03,México,HIE,
EA1137,Interlomas Motors,03,México,HIF,
EA1138,Itam Santa Teresa,03,México,HIG,
EA1139,Itam Rio Hondo,03,México,HIH,
EA1140,Centenario Gr,03,México,HII,
EA1141,Bicentenario,03,México,HIJ,
EA1142,Huachichil,03,México,HIL,
EA1143,"Centro Internacional De Medicina De Puebla
(Proyecto)",03,México,HIM,
EA1144,Mundo Infantil,03,México,HIM,
EA1145,Hospital ABC,03,México,HIN,
EA1146,Industria Del Hierro,03,México,HIQ,
EA1147,Infored,03,México,HIR,
EA1148,Huerta Los Sauces,03,México,HIS,
EA1149,Hsbc,03,México,HIT,
EA1150,Issste Veracruz,03,México,HIV,
EA1151,Iusa Ii,03,México,HIW,
EA1152,Hospital De Alta Especialidad Ixtapaluca,03,México,HIX,
EA1153,Tlatelolco Ii,03,México,HIY,
EA1154,Issste Querétaro,03,México,HIZ,
EA1155,Ajalpa,03,México,HJA,
EA1156,Edificio De Justicia Estatal,03,México,HJE,
EA1157,Hospital San Javier,03,México,HJG,
EA1158,Judith,03,México,HJH,
EA1159,Jeannine,03,México,HJI,
EA1160,Juan María De Salvatierra,03,México,HJR,
EA1161,Hospital San José Tec De Monterrey,03,México,HJS,
EA1162,Júpiter I,03,México,HJU,
EA1163,J.W. Marriott,03,México,HJW,
EA1164,Akalan Ii,03,México,HKB,
EA1165,La Cascada,03,México,HKD,
EA1166,K.N.,03,México,HKN,
EA1167,Coca Cola Femsa,03,México,HKO,
EA1168,Panzacola,03,México,HKP,
EA1169,Arkos Ii Chiapas,03,México,HKS,
EA1170,Elektra Ii,03,México,HKT,
EA1171,Plaza Kukulcán,03,México,HKU,
EA1172,Edificio Viviendas 1 Y 2,03,México,HKW,
EA1173,Edificio Falcon,03,México,HKX,
EA1174,Edificio Telcel,03,México,HKY,
EA1175,Edificio Zúrich,03,México,HKZ,
EA1176,León,03,México,HLA,
EA1177,Mario López Valdez,03,México,HLB,
EA1178,La Diferencia,03,México,HLD,
EA1179,Torre Libertad ,03,México,HLI,
EA1180,Lupe Del Mar,03,México,HLK,
EA1181,Lic. Adolfo López Mateos,03,México,HLM,
EA1182,Terracota Cien,03,México,HLO,
EA1183,La Paloma Company,03,México,HLP,
EA1184,Las Delicias,03,México,HLS,
EA1185,Torre Lomas,03,México,HLT,
EA1186,Hospital Ángeles Lindavista,03,México,HLV,
EA1187,María De La Paz,03,México,HLZ,
EA1188,Gpm Aeroservicio,03,México,HMA,
EA1189,Torre Banorte,03,México,HMB,
EA1190,Mazpesca 2,03,México,HMC,
EA1191,Milenio Diario Antes Novedades Editores,03,México,HMD,
EA1192,Moliere 222,03,México,HME,
EA1193,María Fernanda,03,México,HMF,
EA1194,Embarcadero (Cambio De Designador) Hmb,03,México,HMG(NUEVO),
EA1195,María Rossana,03,México,HMH,
EA1196,Moliere Dos22,03,México,HMI,
EA1197,Playa Mujeres Resort,03,México,HMJ,
EA1198,Mazatun,03,México,HMK,
EA1199,Mocel,03,México,HML,
EA1200,María Del Mar,03,México,HMM,
EA1201,Moliere 222 Ii,03,México,HMN,
EA1202,Madeira,03,México,HMP,
EA1203,Medica Sur,03,México,HMQ,
EA1204,Torre Morelos,03,México,HMR,
EA1205,María Verónica,03,México,HMS,
EA1206,Torre Mayor,03,México,HMT,
EA1207,María Luisa,03,México,HMU,
EA1208,Moras,03,México,HMV,
EA1209,Micare,03,México,HMW,
EA1210,Chac Mool,03,México,HMY,
EA1211,Hospital Muguerza Saltillo,03,México,HMZ,
EA1212,Nair I,03,México,HNA,
EA1213,"Nutec
(Proyecto)",03,México,HNC,
EA1214,Comandancia Norte,03,México,HND,
EA1215,Comisión Nacional Del Agua,03,México,HNF,
EA1216,Torre Motomex,03,México,HNH,
EA1217,Hotel Nikko,03,México,HNK,
EA1218,Yautepec Nieto,03,México,HNM,
EA1219,Helipuerto Hospiten Cancún,03,México,HNN,
EA1220,La Prensa,03,México,HNP,
EA1221,Nair Ii,03,México,HNR,
EA1222,Nacozari,03,México,HNS,
EA1223,"Torre Medica Ángeles
(Torre Clínica)",03,México,HNT,
EA1224,Akumal,03,México,HNV,
EA1225,Najucal,03,México,HNX,
EA1226,Manzanilla,03,México,HNY,
EA1227,Olas Altas,03,México,HOA,
EA1228,Dos Bocas,03,México,HOB,
EA1229,Constituyentes,03,México,HOC,
EA1230,Agua Dulce,03,México,HOD,
EA1231,Organización Editorial Mexicana,03,México,HOE,
EA1232,Opción Santa Fe Iv,03,México,HOF,
EA1233,Holbox,03,México,HOL,
EA1234,Omega,03,México,HOM,
EA1235,Hospital Ángeles De Puebla,03,México,HOP,
EA1236,Misión Del Sol,03,México,HOS,
EA1237,Villa Ángeles I,03,México,HOV,
EA1238,Puebla 2000,03,México,HOX,
EA1239,Hotel Centro Histórico,03,México,HOY,
EA1240,Helipuerto Cruz Azul,03,México,HOZ,
EA1241,Huizopa De Dolores,03,México,HPA,
EA1242,Park Plaza I,03,México,HPD,
EA1243,Plaza Insurgentes Sur (3),03,México,HPE,
EA1244,Plaza Insurgentes Sur (4),03,México,HPF,
EA1245,Gobierno Del Estado De Chiapas,03,México,HPG,
EA1246,Puebla Inversionista,03,México,HPI,
EA1247,"Plaza Insurgentes Sur (2)
(Proyecto)",03,México,HPK,
EA1248,Torre Ejecutiva Pemex,03,México,HPM,
EA1249,Nestlé,03,México,HPN,
EA1250,Cabo De Peñas,03,México,HPP,
EA1251,Rancho La Parroquia,03,México,HPQ,
EA1252,Safe Regency,03,México,HPR,
EA1253,Peñasquito,03,México,HPS,
EA1254,Paseo Tec,03,México,HPT,
EA1255,Huajupa,03,México,HPU,
EA1256,Plaza Cuicuilco,03,México,HPV,
EA1257,Gobierno Del Estado De Puebla,03,México,HPW,
EA1258,Plaza Scotiabank,03,México,HPX,
EA1259,Polycel,03,México,HPY,
EA1260,Azteca 1,03,México,HQA,
EA1261,Azteca 2,03,México,HQB,
EA1262,Azteca 3,03,México,HQC,
EA1263,Azteca 4,03,México,HQD,
EA1264,Azteca 5,03,México,HQE,
EA1265,Azteca 6,03,México,HQF,
EA1266,Azteca 7,03,México,HQG,
EA1267,Azteca 8,03,México,HQH,
EA1268,Azteca 9,03,México,HQI,
EA1269,Azteca 10,03,México,HQJ,
EA1270,Pesca Azteca,03,México,HQK,
EA1271,Clipperton,03,México,HQL,
EA1272,Hanna,03,México,HQN,
EA1273,Reforma 211-213,03,México,HRA,
EA1274,El Roble,03,México,HRB,
EA1275,Hércules,03,México,HRC,
EA1276,Camino Real Monterrey,03,México,HRE,
EA1277,Helipuerto Reforma,03,México,HRF,
EA1278,Hernández Ranch,03,México,HRH,
EA1279,Rancho La Fortuna,03,México,HRI,
EA1280,El Realito,03,México,HRJ,
EA1281,Arkos I Chiapas,03,México,HRK,
EA1282,Samaria-Luna,03,México,HRL,
EA1283,Revolución,03,México,HRN,
EA1284,Reforma Plus,03,México,HRP,
EA1285,Reforma 115,03,México,HRQ,
EA1286,Marítima Y Servicios,03,México,HRV,
EA1287,Residencial Del Bosque Ii,03,México,HRW,
EA1288,"Hotel Riu Palace
(Proyecto)",03,México,HRX,
EA1289,Reforma 222,03,México,HRX,
EA1290,Torrey,03,México,HRY,
EA1291,"Santa Fe 443
(Proyecto)",03,México,HSA,
EA1292,Atún Vii,03,México,HSC,
EA1293,El Sol De Durango,03,México,HSD,
EA1294,Selecciones De Color,03,México,HSE,
EA1295,San Francisco,03,México,HSF,
EA1296,Sarabia,03,México,HSH,
EA1297,Helicopters Air Space,03,México,HSI,
EA1298,Hacienda San Juan,03,México,HSJ,
EA1299,Atún I,03,México,HSK,
EA1300,Hotel Solaris,03,México,HSL,
EA1301,Helipuerto Secretaria De Seguridad Publica,03,México,HSM,
EA1302,Sindicato Nacional De Los Trabajadores De La Educación,03,México,HSN,
EA1303,Helipuerto Sefuver,03,México,HSO,
EA1304,Palmore,03,México,HSP,
EA1305,Seguridad Publica De Cancún,03,México,HSQ,
EA1306,Selder,03,México,HSR,
EA1307,Centro Nacional De Rehabilitación,03,México,HSS,
EA1308,Alsavision,03,México,HSV,
EA1309,Secretaria De Seguridad Pública,03,México,HSW,
EA1310,Skytex,03,México,HSX,
EA1311,Safe Hibernia,03,México,HSY,
EA1312,Torre Acuario,03,México,HTA,
EA1313,Torre Del Bosque,03,México,HTB,
EA1314,Torre Caballito,03,México,HTC,
EA1315,Bardahl Toluca,03,México,HTD,
EA1316,Trans Caribe Cozumel                 ,03,México,HTD  ,
EA1317,Torre Esmeralda,03,México,HTE,
EA1318,Torre Acueducto,03,México,HTF,
EA1319,Hospital 120 Camas Tláhuac,03,México,HTF,
EA1320,Toro Viejo,03,México,HTF,
EA1321,"Helipuerto Tuxtla Gutiérrez
(Proyecto)",03,México,HTG,
EA1322,Unitec Guadalajara,03,México,HTG,
EA1323,Torre Del Castillo,03,México,HTH,
EA1324,Titanic,03,México,HTI,
EA1325,Tribunal Superior De Justicia,03,México,HTJ,
EA1326,Macel,03,México,HTK,
EA1327,Televisa Santa Fe,03,México,HTL,
EA1328,Huetamo,03,México,HTM,
EA1329,Hotel Tecnoparque,03,México,HTN,
EA1330,Trans Caribe Nichupte                ,03,México,HTN  ,
EA1331,Torre Optima,03,México,HTP,
EA1332,Aeroturquesa Cancún,03,México,HTQ,
EA1333,Pinfra (Antes Tribasa),03,México,HTR,
EA1334,Tlalpan,03,México,HTS,
EA1335,Transpais,03,México,HTT,
EA1336,Hotel Terranova,03,México,HTU,
EA1337,Torre Providencia (Proyecto),03,México,HTV,
EA1338,Televisa San Ángel,03,México,HTW,
EA1339,Torre Telmex,03,México,HTX,
EA1340,El Tejocotal,03,México,HTY,
EA1341,Huexca,03,México,HUC,
EA1342,Banco Del Bajío,03,México,HUD,
EA1343,Unefón,03,México,HUF,
EA1344,Unitec Campus Sur,03,México,HUG,
EA1345,María Antonieta,03,México,HUK,
EA1346,Radio Capital,03,México,HUM,
EA1347,Inmobiliaria Montes Urales 770,03,México,HUR,
EA1348,Comandancia Sur,03,México,HUU,
EA1349,Huapaverachi,03,México,HUV,
EA1350,Helipuerto Royal,03,México,HUY,
EA1351,Marina  Vallarta,03,México,HVA,
EA1352,Villa Ángeles,03,México,HVB,
EA1353,San Vicente,03,México,HVC,
EA1354,Verónica,03,México,HVE,
EA1355,Punto Central,03,México,HVF,
EA1356,Casa Marlín,03,México,HVG,
EA1357,Hospital Ángeles De Villahermosa ,03,México,HVI,
EA1358,Theresa Janene,03,México,HVJ,
EA1359,Amatitlán,03,México,HVM,
EA1360,Helivan,03,México,HVN,
EA1361,Villa Ángeles Ii,03,México,HVO,
EA1362,Huizopa,03,México,HVP,
EA1363,Vertientes,03,México,HVS,
EA1364,Variedades,03,México,HVS,
EA1365,Villalta,03,México,HVX,
EA1366,Vz Flights,03,México,HVZ,
EA1367,Atunera Gabiero,03,México,HWG,
EA1368,I.M.S.S.,03,México,HWI,
EA1369,Centro Corporativo World Plaza,03,México,HWP,
EA1370,Rio Blanco,03,México,HWR,
EA1371,María Guadalupe,03,México,HXG,
EA1372,Xitle,03,México,HXI,
EA1373,Moctezuma,03,México,HXM,
EA1374,Ixcun,03,México,HXN,
EA1375,Perla,03,México,HXP,
EA1376,Senado De La Republica,03,México,HXR,
EA1377,Scorpio,03,México,HXS,
EA1378,Hospital General De Veracruz,03,México,HXY,
EA1379,Corporativo Santa Fe 505,03,México,HYC,
EA1380,Cartadedeces,03,México,HYI,
EA1381,Huaynamota,03,México,HYM,
EA1382,Toyota,03,México,HYT,
EA1383,Helimaz,03,México,HZC,
EA1384,El Huizache,03,México,HZH,
EA1385,Aero Anáhuac,03,México,HZI,
EA1386,Huazamota,03,México,HZM,
EA1387,Torre Zentrum,03,México,HZN,
EA1388,Hospital Cristus Muguerza,03,México,HZO,
EA1389,Lic. Adolfo Ruiz Cortinez,03,México,HZR,
EA1390,Tv Azteca,03,México,HZT,
EA1391,Huatabampo,03,México,HZU,
EA1392,El Estribo,03,México,IBO,
EA1393,Icarus,03,México,ICA,
EA1394,Isla Cedros,03,México,ICD,
EA1395,Isla Del Carmen,03,México,ICM,
EA1396,Isaac Castro Sahade,03,México,ICS,
EA1397,Isla Del Toro,03,México,IDT,
EA1398,Laboratorio Del Desierto,03,México,IEM,
EA1399,Club De Vuelo Cadereyta S.C.,03,México,IER,
EA1400,San Ignacio 2,03,México,IGB,
EA1401,El Igualamo,03,México,IGL,
EA1402,Ingenio De Huixtla,03,México,IHC,
EA1403,Pista Iñiguez Ii,03,México,INZ,
EA1404,Las Islas,03,México,ISL,
EA1405,San Marcos,03,México,ISM,
EA1406,Isla Natividad,03,México,ISN,
EA1407,Islita,03,México,ITA,
EA1408,Ixtlán Ii,03,México,IXL,
EA1409,Jagüeyes,03,México,JAG,
EA1410, Aeródromo Jbs,03,México,JBS,
EA1411,Jbt,03,México,JBT,
EA1412,El Jacal,03,México,JCL,
EA1413,Jazmines De Coyultita,03,México,JCN,
EA1414,Jesús Javier Castro Soto,03,México,JCS,
EA1415,El Jardín,03,México,JDN,
EA1416,Jorge Efraín,03,México,JEF,
EA1417,Pista Leo,03,México,JEP,
EA1418,Farías,03,México,JFV,
EA1419,El Cuervo,03,México,JGT,
EA1420,El Jagüey,03,México,JGY,
EA1421,Jalisquillo,03,México,JLO,
EA1422,Jorge Llerenas Silva,03,México,JLS  ,
EA1423,Jesús María,03,México,JMA,
EA1424,Jesús María,03,México,JMC,
EA1425,José Magdaleno Jalavera Reyes,03,México,JMJ,
EA1426,Juan Murillo,03,México,JMR,
EA1427,La Huerta  (Antes El Paraíso),03,México,JMS,
EA1428,Mesa Loma Prieta,03,México,JMV,
EA1429,El Janeño,03,México,JNN,
EA1430,Janitzio,03,México,JNZ,
EA1431,San Jorge,03,México,JOG,
EA1432,José De Jesús Palacios López,03,México,JPL,
EA1433,Pista De Jalpan,03,México,JPN,
EA1434,San José Del Progreso,03,México,JPT,
EA1435,Juan Perdomo Medina,03,México,JPV,
EA1436,Las Cruces,03,México,JRS,
EA1437,José Galindo Ruiz,03,México,JSG,
EA1438,San Juanito,03,México,JTO,
EA1439,Pista Juárez Hermanos,03,México,JUH,
EA1440,Ju-Bar,03,México,JUR,
EA1441,La Chijolosa,03,México,JVA,
EA1442,Campo San Javier,03,México,JVS,
EA1443,La Joya,03,México,JYA,
EA1444,La Joya Brun,03,México,JYB,
EA1445,Cuautla De Huitzililla,03,México,KHU,
EA1446,Kohunlinch,03,México,KLI,
EA1447,La Base,03,México,LAA,
EA1448,La Laguna,03,México,LAF,
EA1449,La Joya,03,México,LAJ,
EA1450,Las Lajas,03,México,LAK,
EA1451,Las Américas,03,México,LAM,
EA1452,La Misión,03,México,LAM,
EA1453,Los Ángeles,03,México,LAN,
EA1454,La Sierrita,03,México,LAO,
EA1455,Las Arenas,03,México,LAR,
EA1456,Las Azoteas,03,México,LAS,
EA1457,Las Águilas,03,México,LAX,
EA1458,La Brisca,03,México,LBA,
EA1459,Los Bravos De Bonfil,03,México,LBB,
EA1460,La Begoña ,03,México,LBG,
EA1461,Loma Blanca,03,México,LBH,
EA1462,Los Brasiles,03,México,LBO,
EA1463,Los Barajas,03,México,LBS,
EA1464,Los Lobos,03,México,LBX,
EA1465,La Campana,03,México,LCA,
EA1466,La Candelaria Borders,03,México,LCD,
EA1467,La Caridad,03,México,LCI,
EA1468,Los Canarios                         ,03,México,LCM  ,
EA1469,La Candelaria,03,México,LCN,
EA1470,Las Carreras,03,México,LCQ,
EA1471,Las Cruces,03,México,LCS,
EA1472,Los Cuates,03,México,LCT,
EA1473,Las Cuevas,03,México,LCV,
EA1474,Las Cuevas,03,México,LCW,
EA1475,Los Cerones,03,México,LCX,
EA1476,El Limón De Badiraguato,03,México,LDB,
EA1477,Limón De Los Castañeda,03,México,LDC,
EA1478,General Jesús Agustín Castro,03,México,LDD,
EA1479,Lo De Diarte,03,México,LDO,
EA1480,Lindavista,03,México,LDV,
EA1481,La Esmeralda,03,México,LED,
EA1482,La Esperanza I,03,México,LEE,
EA1483,La Lechuguilla,03,México,LEH,
EA1484,Leon'S,03,México,LEO,
EA1485,La Escuadra,03,México,LEQ,
EA1486,Los Ébanos,03,México,LET,
EA1487,La Florida,03,México,LFA,
EA1488,Los Fresnos,03,México,LFE,
EA1489,Los Frailes,03,México,LFS,
EA1490,Las Flores,03,México,LFX,
EA1491,La Gloria De Coahuila,03,México,LGA,
EA1492,Las Glorias,03,México,LGB,
EA1493,Llano Grande,03,México,LGE,
EA1494,Los González,03,México,LGF,
EA1495,La Ciénega Del Ojito,03,México,LGG,
EA1496,Los Gloriosos,03,México,LGI,
EA1497,La Gloria,03,México,LGK,
EA1498,La Guajolota,03,México,LGL,
EA1499,Los González De Gorongoros,03,México,LGT,
EA1500,La Laguna,03,México,LGU,
EA1501,La Guacamaya                         ,03,México,LGY  ,
EA1502,La Herradura,03,México,LHA,
EA1503,Los Halcones,03,México,LHC,
EA1504,La Hermandad,03,México,LHE,
EA1505,La Chalina,03,México,LHI  ,
EA1506,La Horqueta,03,México,LHO,
EA1507,C.P.A. Leonardo López Hernández,03,México,LHV,
EA1508,El Liebrero,03,México,LIE  ,
EA1509,Las Ilusiones,03,México,LIL,
EA1510,El Limón De Copalquin,03,México,LIM,
EA1511,El Limoncito                         ,03,México,LIM  ,
EA1512,Los Pilares,03,México,LIR,
EA1513,La Jaiba,03,México,LJA,
EA1514,Represito De Lujan,03,México,LJN,
EA1515,La Coma,03,México,LKA,
EA1516,La Calera,03,México,LKE,
EA1517,Las Cruces,03,México,LKS,
EA1518,El Llano,03,México,LLF,
EA1519,La Laguna,03,México,LLG,
EA1520,La Laguna,03,México,LLH,
EA1521,El Limón Las Coloradas,03,México,LLL,
EA1522,"La Lomita
(Acreditación Propietario)",03,México,LLM,
EA1523,Los Llanos,03,México,LLN,
EA1524,La Loma,03,México,LLT,
EA1525,La Lagunita,03,México,LLW,
EA1526,La Manga,03,México,LMA,
EA1527,Rancho La Misión,03,México,LMB,
EA1528,Los Mártires,03,México,LMF,
EA1529,Las Mulas                            ,03,México,LMH  ,
EA1530,La Misión,03,México,LMI,
EA1531,La Misión,03,México,LMK,
EA1532,Lic. Francisco Primo De Verdad Y Ramos,03,México,LMO,
EA1533,Lampazos,03,México,LMP  ,
EA1534,Las Palmas De Guasave,03,México,LMQ,
EA1535,La Mesa Del Rodeo,03,México,LMR,
EA1536,La Miseria,03,México,LMS,
EA1537,Rancho La Margarita,03,México,LMT  ,
EA1538,Las Macayas,03,México,LMV,
EA1539,La Mesa,03,México,LMX,
EA1540,Loma Linda,03,México,LNA,
EA1541,La Anacua,03,México,LNC,
EA1542,Rancho La Encantada,03,México,LND ,
EA1543,La Nueva Esperanza,03,México,LNE,
EA1544,Las Ninfas,03,México,LNF,
EA1545,Aerofumigaciones La Nanchi,03,México,LNL,
EA1546,Los Pintos,03,México,LNP,
EA1547,Las Norias,03,México,LNR,
EA1548,Rancho La Nutria,03,México,LNU,
